run,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation-data
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4350,4359,5788,5809,3903,3916,2799,2740,0,0,212,191,0,0,0,0,31,31,38,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,263,182,192,286,474,492,450,456,24,36,0,0,0,0,0,0,0,0,4901,4983,6024,6028,4456,4498,2639,2977,0,0,237,249,0,0,0,0,31,32,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,59,126,385,382,879,920,841,871,38,49,0,0,0,0,0,0,0,0,5872,5968,6639,6655,5173,5252,2612,3603,0,0,255,279,0,0,0,0,31,32,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,88,245,322,356,1418,1511,1338,1412,80,99,3768,3766,3452,0,4082,45,0,54,7009,3722,7366,4221,4432,3580,2842,2325,0,0,254,220,0,0,0,0,41,22,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,95,179,407,223,1830,1925,1719,1818,111,107,674,704,0,533,845,0,37,62,8141,5584,8129,5682,5930,4995,3729,3390,0,0,311,285,0,0,0,0,39,23,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,113,145,510,412,2364,2541,2231,2429,133,112,1045,1084,0,790,1339,0,38,61,9416,7876,8978,7536,6961,6457,4131,4030,0,0,389,389,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,80,366,613,294,2940,2853,2780,2706,160,147,4459,1598,0,2693,3364,0,43,56,7415,11415,7151,10955,6318,7417,4434,4856,0,0,346,378,0,0,0,0,24,39,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,291,227,459,630,3052,3186,2897,3033,155,153,1845,2378,1711,0,2512,39,0,60,10000,11731,9661,11291,7045,7433,4168,4891,0,0,382,397,0,0,0,0,29,34,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,138,320,555,518,3245,3541,3097,3360,148,181,2374,3177,2378,0,3173,43,0,56,12872,11565,12444,11197,7156,7431,4553,5011,0,0,399,397,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,433,223,327,631,3645,3969,3464,3775,181,194,2633,4789,0,3017,4405,0,47,52,13383,13316,12969,12937,7157,7429,4178,5409,0,0,391,402,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,381,102,306,781,3683,4110,3480,3896,203,214,4227,2915,3050,0,4092,44,0,55,15397,14063,14989,13733,7158,7433,4063,4634,0,0,364,374,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,319,142,381,619,3617,4377,3429,4162,188,215,5063,3226,0,3793,4496,0,47,52,13483,18590,13149,18154,7156,7434,5069,4910,0,0,384,386,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,395,325,440,507,3958,4301,3767,4104,191,197,3351,6300,3979,0,5672,43,0,56,17666,16061,17223,15732,7157,7434,5217,4608,0,0,368,404,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,368,381,542,409,3915,4445,3740,4235,175,210,6098,3828,0,4519,5407,0,47,52,14963,20794,14646,20331,7158,7434,4459,5386,0,0,340,440,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,363,321,352,538,4267,4478,4029,4273,238,205,3363,7517,4413,0,6467,43,0,56,19846,17239,19425,16879,7158,7434,4329,5002,0,0,381,400,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,351,331,315,493,4281,4112,4060,3920,221,192,7280,3985,0,5022,6243,0,47,52,16312,21970,15973,21496,7158,7434,4882,4127,0,0,392,421,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,185,249,622,466,4381,4180,4123,3954,258,226,3648,8289,4811,0,7126,43,0,56,21400,17317,20973,16963,7157,7434,5162,4184,0,0,386,395,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,243,130,591,546,4284,4197,4054,3979,230,218,8001,4210,0,5317,6894,0,47,52,17144,22211,16823,21729,7158,7434,4077,5449,0,0,383,420,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,300,526,368,379,4158,4411,3957,4191,201,220,3986,8442,4920,0,7508,43,0,56,21828,17620,21373,17263,7158,7434,3910,4843,0,0,402,410,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,449,368,218,461,4158,4276,3956,4055,202,221,8496,3912,0,5301,7107,0,47,52,16946,22843,16639,22394,7157,7434,4686,5272,0,0,379,377,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,178,18,623,852,4166,4284,3927,4072,239,212,3998,8842,5071,0,7769,43,0,56,21756,17765,21310,17438,7158,7434,4567,5927,0,0,386,387,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
13,419,573,346,428,3892,4600,3713,4363,179,237,8403,4150,0,5275,7278,0,47,52,16741,23064,16419,22645,7157,7434,4318,5040,0,0,360,381,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred00_adult0.csv
