run,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation-data
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4333,4323,5801,5797,3862,3898,1201,2488,0.3,0,199,203,0,0,0,0,31,32,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,88,169,123,259,217,416,201,400,16,16,0,0,0,0,0,0,0,0,4654,4871,5803,5963,4209,4372,1353,2846,0.3,0,214,241,0,0,0,0,29,33,38,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,115,249,97,249,432,886,411,851,21,35,0,0,0,0,0,0,0,0,5212,5814,5971,6542,4617,5137,1390,3385,0.3,0,262,287,0,0,0,0,26,36,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,87,176,146,410,635,1414,604,1358,31,56,3751,3725,3117,0,4359,41,0,58,5287,3505,5721,4053,3144,3418,1011,2608,0.3,0,176,222,0,0,0,0,27,35,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,27,182,121,257,848,1939,794,1845,54,94,453,644,0,534,563,0,48,51,5768,5484,5846,5594,3826,5052,1282,3174,0.3,0,206,307,0,0,0,0,19,44,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,24,187,198,335,1048,2376,1001,2251,47,125,671,1011,558,0,1124,33,0,66,6759,6911,6425,6633,4522,6116,1426,4570,0.3,0,256,356,0,0,0,0,18,45,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,80,279,184,465,1099,2906,1035,2770,64,136,3523,1501,1596,0,3428,32,0,67,5577,7976,5332,7629,3795,6624,1445,5464,0.3,0,210,382,0,0,0,0,10,53,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,141,422,104,524,1206,3428,1140,3242,66,186,1030,2400,709,0,2721,21,0,78,6183,8600,5925,8284,3795,6937,1370,3876,0.3,0,186,388,0,0,0,0,9,54,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,175,263,35,421,1183,3425,1111,3259,72,166,1683,2378,754,0,3307,19,0,80,6131,9298,5847,9032,3720,7270,1442,4754,0.3,0,209,341,0,0,0,0,7,55,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,38,365,202,416,1186,3868,1122,3663,64,205,2330,2530,652,0,4208,15,0,84,5309,10315,5052,9944,3303,7525,1348,5084,0.3,0,182,446,0,0,0,0,5,58,38,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,63,255,138,594,1241,4111,1192,3896,49,215,1619,3057,531,0,4145,11,0,88,5164,10944,4922,10600,3159,7546,1179,4163,0.3,0,191,395,0,0,0,0,4,58,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,25,138,179,590,1202,4137,1138,3928,64,209,1640,3071,426,0,4285,9,0,90,4865,11624,4645,11232,2966,7587,1042,4452,0.3,0,177,435,0,0,0,0,4,59,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,51,266,110,462,1177,4214,1125,4023,52,191,1563,3421,425,0,4559,9,0,90,4639,11984,4414,11617,2936,7588,1073,5554,0.3,0,189,403,0,0,0,0,3,59,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,50,270,119,658,1217,4239,1157,4032,60,207,1500,3665,361,0,4804,7,0,92,4440,12156,4248,11771,2796,7591,1124,4784,0.3,0,160,417,0,0,0,0,3,60,38,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,113,0,63,782,1059,4317,1000,4084,59,233,1381,3719,370,0,4730,7,0,92,4251,12293,4039,11909,2668,7587,873,4566,0.3,0,178,418,0,0,0,0,3,60,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,56,193,88,537,939,4069,888,3872,51,197,1333,3771,354,0,4750,7,0,92,3956,12146,3777,11750,2481,7592,764,4103,0.3,0,154,421,0,0,0,0,2,60,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,96,241,35,465,824,4066,786,3845,38,221,1325,3830,271,0,4884,5,0,94,3514,11922,3350,11516,2163,7583,645,5249,0.3,0,138,432,0,0,0,0,1,61,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
164,35,263,67,569,790,4290,747,4098,43,192,1209,3850,111,0,4948,2,0,97,3003,11906,2874,11510,1826,7586,693,5238,0.3,0,110,415,0,0,0,0,1,62,37,./data/twoIsl_chickPred/small/two_isl_chickpred30_adult0.csv
