run,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation-data
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4343,4320,5779,5770,3867,3856,1429,2401,0.2,0,221,230,0,0,0,0,31,31,38,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,107,91,116,307,258,429,247,415,11,14,0,0,0,0,0,0,0,0,4725,4849,5796,5960,4293,4345,1937,2952,0.2,0,233,234,0,0,0,0,31,32,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,166,182,149,317,564,849,541,802,23,47,0,0,0,0,0,0,0,0,5383,5765,6127,6488,4751,5009,2216,4162,0.2,0,239,295,0,0,0,0,29,34,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,128,0,216,696,941,1551,888,1477,53,74,3751,3687,3248,0,4190,43,0,56,5894,3655,6239,4163,3563,3542,1726,2430,0.2,0,224,239,0,0,0,0,32,31,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,143,175,125,242,1238,1999,1171,1907,67,92,519,664,0,525,658,0,45,54,6610,5665,6639,5771,4535,5144,2467,3348,0.2,0,252,267,0,0,0,0,25,37,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,212,384,188,216,1654,2527,1572,2397,82,130,768,1010,0,865,913,0,50,50,7507,8107,7148,7810,5869,6744,2855,4899,0.2,0,319,337,0,0,0,0,25,38,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,141,210,335,566,2018,3148,1922,2974,96,174,3871,1649,2233,0,3287,40,0,59,7513,9230,7114,8889,6025,7310,2940,4078,0.2,0,362,378,0,0,0,0,22,40,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,194,257,273,439,2232,3305,2115,3127,117,178,1339,2502,1345,0,2496,37,0,62,9289,9641,8879,9314,7003,7405,3899,4541,0.2,0,358,379,0,0,0,0,29,34,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,274,262,359,503,2340,3138,2217,2996,123,142,1666,3261,2090,0,2837,43,0,56,11598,9141,11059,8894,7463,7262,2991,4957,0.2,0,407,379,0,0,0,0,33,30,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,134,118,336,728,2729,3815,2584,3649,145,166,3682,2770,0,2435,4017,0,44,55,10056,12316,9628,11919,7368,7673,3116,4767,0.2,0,408,417,0,0,0,0,29,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,215,363,320,387,2869,4317,2729,4093,140,224,3035,2952,2582,0,3405,43,0,56,12002,13176,11570,12837,7466,7694,3551,5602,0.2,0,397,374,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,145,397,461,552,2858,4134,2721,3909,137,225,3824,2863,2748,0,3939,44,0,55,13317,13997,12857,13676,7465,7694,2629,4630,0.2,0,384,397,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,115,133,299,627,2961,4344,2815,4124,146,220,2422,5627,3393,0,4656,44,0,55,16755,12287,16199,12025,7465,7691,3409,4875,0.2,0,398,420,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,223,124,350,691,2870,4408,2731,4185,139,223,4847,3954,0,4062,4739,0,47,52,14187,16447,13723,16097,7467,7694,3524,5216,0.2,0,414,400,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,112,383,464,499,2849,4313,2727,4097,122,216,5018,3796,3638,0,5176,44,0,55,15164,16515,14746,16175,7467,7694,3622,4600,0.2,0,367,391,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,90,302,503,511,3018,4429,2843,4207,175,222,5736,4024,4013,0,5747,44,0,55,15989,16490,15583,16135,7467,7694,2534,4867,0.2,0,399,362,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,235,226,194,617,2778,4479,2634,4237,144,242,2653,7737,4278,0,6112,44,0,55,19959,12754,19386,12514,7467,7692,3337,5370,0.2,0,393,420,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,74,247,442,752,2873,4217,2729,3995,144,222,5948,4019,0,4398,5569,0,47,52,16284,16999,15869,16672,7467,7694,3053,4511,0.2,0,353,389,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,239,159,290,591,2897,4242,2761,4020,136,222,6405,4106,4299,0,6212,44,0,55,16649,16691,16223,16321,7467,7694,3399,5359,0.2,0,395,401,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,153,386,440,556,2770,4473,2622,4242,148,231,6440,4124,4077,0,6487,44,0,55,16580,16555,16126,16204,7467,7694,3373,4713,0.2,0,418,387,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,85,264,457,516,2642,4445,2503,4217,139,228,2689,7885,4262,0,6312,44,0,55,20308,12661,19789,12412,7467,7694,3478,5314,0.2,0,366,402,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,221,260,345,585,3087,4378,2944,4168,143,210,6599,3929,0,4467,6061,0,47,52,16233,17238,15758,16865,7467,7694,3731,5364,0.2,0,439,409,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,148,280,442,643,2910,4495,2757,4289,153,206,6251,4108,4139,0,6220,44,0,55,16501,17173,16054,16832,7467,7693,3788,4861,0.2,0,377,411,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,194,302,447,532,3156,4428,3018,4197,138,231,6307,4109,4093,0,6323,44,0,55,16987,17030,16535,16644,7467,7692,3735,4554,0.2,0,409,429,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,109,353,531,392,3158,4498,3002,4259,156,239,2864,8076,4374,0,6566,44,0,55,21168,12957,20620,12677,7467,7691,3107,4651,0.2,0,392,436,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,166,179,368,580,3087,4431,2921,4209,166,222,6404,4185,0,4554,6035,0,47,52,17253,17397,16825,17006,7467,7694,3476,5261,0.2,0,384,435,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
102,205,244,365,654,3183,4274,3012,4062,171,212,6666,4083,4251,0,6498,44,0,55,17533,17099,17090,16758,7467,7694,3757,5091,0.2,0,406,378,0,0,0,0,30,33,37,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv
