run,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation-data
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4333,4364,5822,5798,3900,3904,1680,2514,0.2,0,178,202,0,0,0,0,31,31,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,124,227,181,209,256,442,244,419,12,23,0,0,0,0,0,0,0,0,4743,4921,5853,5972,4258,4481,1677,3000,0.2,0,223,252,0,0,0,0,29,34,38,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,145,245,128,258,550,900,528,854,22,46,0,0,0,0,0,0,0,0,5429,5868,6122,6546,4755,5250,2449,3511,0.2,0,280,300,0,0,0,0,27,36,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,217,202,176,364,998,1459,956,1388,42,71,3760,3755,3105,0,4410,42,0,57,5792,3576,6207,4066,3501,3450,1608,2296,0.2,0,185,220,0,0,0,0,32,31,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,75,123,199,239,1231,1865,1164,1754,67,111,503,643,0,533,613,0,45,54,6582,5456,6610,5536,4476,4959,2027,2918,0.2,0,257,287,0,0,0,0,26,36,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,139,279,223,217,1576,2414,1507,2293,69,121,785,1040,0,883,942,0,49,50,7375,7748,7017,7437,5708,6393,2004,4382,0.2,0,296,373,0,0,0,0,26,37,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,37,163,310,535,1788,2974,1711,2830,77,144,3807,1537,2213,0,3131,41,0,58,7199,8814,6844,8489,5725,6799,3075,4809,0.2,0,351,329,0,0,0,0,23,39,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,183,334,312,417,2000,3275,1905,3102,95,173,1329,2330,1412,0,2247,38,0,61,8909,9361,8477,9075,6606,7006,2944,4692,0.2,0,368,350,0,0,0,0,29,34,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,170,381,350,384,2175,3408,2062,3249,113,159,1624,3180,2083,0,2721,43,0,56,11074,9240,10568,8990,7429,6973,3240,4334,0.2,0,371,385,0,0,0,0,34,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,85,514,467,188,2293,3711,2169,3533,124,178,3472,2653,0,2229,3896,0,43,56,9378,12190,8922,11826,7409,7150,3631,4702,0.2,0,419,401,0,0,0,0,33,30,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,259,253,295,558,2601,3942,2467,3744,134,198,2906,2932,2677,0,3161,47,0,52,11280,12735,10852,12409,7688,7150,3460,5281,0.2,0,366,388,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,219,396,353,534,2637,4148,2500,3961,137,187,3677,3110,3160,0,3627,48,0,51,12952,13338,12475,13013,7717,7149,3102,5141,0.2,0,408,394,0,0,0,0,35,28,38,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,103,187,423,700,2983,4359,2832,4161,151,198,1995,5340,3397,0,3938,47,0,52,16835,11928,16303,11749,7720,7148,3468,4836,0.2,0,379,332,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,248,355,299,439,2977,4423,2823,4203,154,220,4707,3607,0,3367,4947,0,43,56,14568,15807,14055,15511,7720,7150,3343,4177,0.2,0,444,365,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,223,293,336,391,2972,4584,2820,4361,152,223,5202,3855,4051,0,5006,48,0,51,15857,16135,15415,15821,7720,7150,3437,4457,0.2,0,417,339,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,497,487,82,262,3119,4132,2959,3934,160,198,5743,4063,4436,0,5370,48,0,51,17199,15801,16715,15516,7720,7150,2949,4276,0.2,0,413,356,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,120,35,355,670,2925,4240,2791,4022,134,218,2738,7129,4376,0,5491,48,0,51,21263,12521,20744,12300,7720,7150,3147,5259,0.2,0,373,367,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,303,583,244,319,2761,3951,2618,3761,143,190,6442,4276,0,4291,6427,0,43,56,17043,16166,16580,15854,7720,7150,3384,5292,0.2,0,409,366,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,345,118,233,771,2971,4273,2831,4082,140,191,6911,3879,4680,0,6110,48,0,51,17295,16166,16826,15835,7720,7149,4028,4768,0.2,0,411,389,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,27,187,666,572,2990,4365,2858,4168,132,197,6752,3913,4703,0,5962,48,0,51,17755,16193,17293,15899,7720,7149,3213,4307,0.2,0,390,366,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,140,229,374,479,3325,4467,3155,4252,170,215,2576,7556,0,3935,6197,0,43,56,18015,16632,17557,16325,7720,7150,3632,4992,0.2,0,401,364,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
52,201,260,383,590,3034,4150,2856,3924,178,226,6997,4020,0,4227,6790,0,43,56,13541,20578,13178,20175,7718,7149,3834,4536,0.2,0,397,369,0,0,0,0,35,28,37,./data/twoIsl_chickPred/small/two_isl_chickpred10_adult0.csv
