run,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation-data
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4333,0,5783,0,4031,0,2817,0.2,0,0,217,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
33,0,152,0,285,0,486,0,469,0,17,0,0,0,0,0,0,0,0,1,4903,0,6006,0,4551,0,2506,0.2,0,1,246,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
33,0,115,0,307,0,901,0,864,0,37,0,0,0,0,0,0,0,0,0,5870,0,6651,0,5275,0,3507,0.2,0,0,222,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
33,0,203,0,391,0,1445,0,1368,0,77,0,3760,221,0,3539,6,0,93,224,3569,218,4106,3,2976,2,1923,0.2,0,0,161,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
33,1,170,0,149,1,1771,1,1696,0,75,0,682,0,0,682,0,0,100,219,4807,205,4934,6,4220,3,2927,0.2,0,0,241,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
33,1,135,0,299,0,2289,0,2172,0,117,0,1062,0,0,1062,0,0,100,205,6116,194,5826,9,5516,7,3651,0.2,0,2,299,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
33,2,276,0,354,1,2613,1,2468,0,145,193,1448,0,0,1641,0,0,100,2,6931,2,6600,2,5950,0,4413,0.2,0,0,331,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
33,0,79,0,625,0,2887,0,2749,0,138,1,1795,0,0,1796,0,0,100,1,7632,1,7253,0,6327,0,4012,0.2,0,0,379,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
33,0,147,0,527,2,2973,2,2821,0,152,0,2215,126,0,2089,6,0,93,145,7870,135,7552,12,6492,6,4906,0.2,0,1,327,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
33,1,380,2,444,5,3571,5,3388,0,183,1,2222,0,0,2223,0,0,100,139,8829,132,8439,19,6863,14,4828,0.2,0,0,397,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
