run,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation-data
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4339,0,5783,0,4053,0,2631,0,0,0,217,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,180,0,270,0,446,0,427,0,19,0,0,0,0,0,0,0,0,2,4880,2,5975,1,4519,1,2979,0,0,0,236,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,245,0,252,0,899,0,848,0,51,0,0,0,0,0,0,0,0,2,5874,2,6578,1,5324,1,3437,0,0,0,277,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,180,0,426,0,1445,0,1380,0,65,0,3741,0,0,3741,0,0,100,2,3596,2,4065,0,2820,0,1334,0,0,0,192,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,55,0,147,1,1796,1,1712,0,84,2,646,44,0,604,6,0,93,47,4828,42,4951,2,4081,2,2480,0,0,0,192,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,181,1,212,0,2157,0,2045,0,112,0,1069,0,0,1069,0,0,100,42,5991,41,5687,3,5231,1,3251,0,0,0,305,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,216,0,286,1,2435,1,2290,0,145,0,1510,0,0,1510,0,0,100,42,6547,39,6244,3,5736,2,3059,0,0,0,306,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,101,0,426,2,2568,2,2449,0,119,38,1791,0,0,1829,0,0,100,3,6960,3,6625,2,5934,1,3896,0,0,0,335,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,401,0,280,0,2471,0,2339,0,132,0,2067,0,0,2067,0,0,100,3,6972,3,6670,3,5987,2,4281,0,0,0,302,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,1,215,0,493,2,2957,2,2807,0,150,1,2068,0,0,2069,0,0,100,4,7490,3,7126,2,6199,0,4282,0,0,1,364,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,221,0,523,0,3232,0,3074,0,158,2,2211,0,0,2213,0,0,100,1,8076,1,7713,1,6506,0,4115,0,0,0,363,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,98,0,577,0,3461,0,3276,0,185,0,2053,0,0,2053,0,0,100,1,9035,1,8635,1,6984,0,4736,0,0,0,400,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,139,0,669,2,3662,2,3465,0,197,1,2482,0,0,2483,0,0,100,2,9730,2,9317,1,7244,0,4989,0,0,0,413,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,331,0,455,0,4208,0,3991,0,217,0,2744,0,0,2744,0,0,100,2,10684,2,10319,2,7452,2,5392,0,0,0,365,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,1,154,0,752,2,4063,2,3855,0,208,0,2990,0,0,2990,0,0,100,4,11295,3,10917,3,7506,1,4898,0,0,1,378,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,451,0,386,0,4095,0,3872,0,223,1,3189,0,0,3190,0,0,100,2,11728,2,11345,1,7507,0,5935,0,0,0,383,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,489,0,508,0,4417,0,4190,0,227,0,3718,0,0,3718,0,0,100,2,11927,2,11550,2,7508,1,5269,0,0,0,377,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
24,0,434,0,445,0,4589,0,4351,0,238,2,3568,0,0,3570,0,0,100,0,12471,0,12070,0,7517,0,5890,0,0,0,401,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
