run,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation-data
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4364,0,5791,0,4076,0,2119,0.2,0,0,209,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,66,0,282,0,349,0,330,0,19,0,0,0,0,0,0,0,0,2,4858,2,5890,2,4517,0,2578,0.2,0,0,231,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,193,0,221,0,774,0,724,0,50,0,0,0,0,0,0,0,0,2,5714,2,6358,2,5179,1,3677,0.2,0,0,284,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,190,0,412,0,1378,0,1302,0,76,0,3758,0,0,3758,0,0,100,2,3334,2,3786,1,2663,0,1578,0.2,0,0,154,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,42,0,237,0,1684,0,1589,0,95,2,606,0,0,608,0,0,100,0,4500,0,4617,0,3776,0,2723,0.2,0,0,202,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,110,0,349,1,2127,1,2014,0,113,0,943,63,0,880,6,0,93,71,5694,70,5420,6,4970,3,2645,0.2,0,0,275,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,50,1,373,1,2229,1,2128,0,101,0,1442,0,0,1442,0,0,100,71,6164,67,5880,6,5496,4,3071,0.2,0,1,287,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,142,1,358,0,2501,0,2394,0,107,0,1676,0,0,1676,0,0,100,67,6657,65,6347,7,5865,4,3828,0.2,0,0,312,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,292,1,358,3,2494,3,2366,0,128,64,2015,0,0,2079,0,0,100,4,6779,4,6480,3,5953,1,3795,0.2,0,0,299,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,142,0,501,0,2798,0,2663,0,135,1,1905,0,0,1906,0,0,100,3,7303,3,6925,1,6250,1,3337,0.2,0,0,378,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,19,0,497,3,2841,3,2695,0,146,0,2134,0,0,2134,0,0,100,6,7561,5,7209,3,6465,1,4095,0.2,0,1,352,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,362,0,345,3,3098,3,2934,0,164,2,2088,0,0,2090,0,0,100,6,8146,6,7797,2,6790,0,3919,0.2,0,0,349,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,294,0,353,1,3252,1,3095,0,157,0,2377,0,0,2377,0,0,100,7,8608,7,8289,3,7026,3,4801,0.2,0,0,319,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,490,0,278,1,3574,1,3389,0,185,3,2418,0,0,2421,0,0,100,5,9376,5,8989,4,7267,1,5386,0.2,0,0,387,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,328,0,594,0,3761,0,3557,0,204,3,2664,0,0,2667,0,0,100,2,9987,2,9605,2,7387,1,4539,0.2,0,0,382,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,572,0,177,2,3781,2,3600,0,181,1,2809,0,0,2810,0,0,100,3,10499,3,10121,2,7437,2,4209,0.2,0,0,378,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,383,1,305,0,4243,0,4025,0,218,1,3091,0,0,3092,0,0,100,2,11173,2,10794,1,7452,1,4133,0.2,0,0,379,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,381,1,322,3,4137,3,3940,0,197,0,3301,0,0,3301,0,0,100,5,11547,5,11147,2,7453,1,5756,0.2,0,0,400,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,32,1,951,0,4607,0,4373,0,234,2,3324,0,0,3326,0,0,100,3,12322,2,11953,2,7464,1,4756,0.2,0,1,369,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,78,1,725,0,4133,0,3923,0,210,0,3716,0,0,3716,0,0,100,2,12277,2,11912,0,7464,0,4835,0.2,0,0,365,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,77,0,689,0,4489,0,4270,0,219,2,3688,219,0,3471,6,0,93,233,12509,217,12146,40,7462,13,4653,0.2,0,8,371,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,1,161,0,594,2,4520,2,4293,0,227,0,4104,0,0,4104,0,0,100,219,12461,206,12064,40,7463,19,5393,0.2,0,3,407,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,1,285,1,598,4,4567,4,4306,0,261,0,3686,0,0,3686,0,0,100,210,12829,205,12424,48,7463,21,5807,0.2,0,3,407,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,1,315,5,654,12,4265,12,4057,0,208,199,3908,0,0,4107,0,0,100,18,12686,18,12351,10,7464,5,4866,0.2,0,0,335,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,226,1,612,13,4390,13,4154,0,236,2,4043,0,0,4045,0,0,100,29,12592,27,12178,22,7460,9,4569,0.2,0,2,414,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,317,2,514,11,4242,11,4028,0,214,4,4042,0,0,4046,0,0,100,34,12274,32,11903,21,7463,16,4969,0.2,0,2,371,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,304,2,495,7,4366,7,4142,0,224,11,3825,0,0,3836,0,0,100,28,12348,27,11951,23,7461,9,5325,0.2,0,1,397,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,2,447,1,423,8,4496,8,4283,0,213,12,3889,0,0,3901,0,0,100,23,12470,23,12052,12,7463,6,4860,0.2,0,0,418,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,1,337,1,467,13,4395,12,4192,1,203,9,3746,0,0,3755,0,0,100,26,12609,22,12208,20,7462,11,3653,0.2,0,4,401,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,184,0,464,11,4097,10,3902,1,195,5,3852,0,0,3857,0,0,100,27,12363,25,12004,19,7463,4,4223,0.2,0,2,359,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,1,360,0,317,5,4247,5,4019,0,228,6,4005,0,0,4011,0,0,100,24,12139,23,11711,19,7464,9,4555,0.2,0,1,428,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,290,0,468,8,4170,8,3945,0,225,11,3914,0,0,3925,0,0,100,20,11867,20,11472,13,7454,8,4651,0.2,0,0,395,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,1,232,1,522,5,4059,5,3872,0,187,8,3600,0,0,3608,0,0,100,17,11839,16,11459,9,7459,4,4104,0.2,0,1,380,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,1,225,1,435,8,3817,8,3619,0,198,3,3754,0,0,3757,0,0,100,21,11427,19,11002,15,7462,5,5110,0.2,0,2,425,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,375,1,495,6,4029,5,3820,1,209,6,3676,0,0,3682,0,0,100,18,11261,18,10822,13,7458,6,5039,0.2,0,0,439,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,1,340,1,478,3,4241,3,4055,0,186,5,3524,0,0,3529,0,0,100,16,11466,16,11099,11,7456,2,5151,0.2,0,0,367,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,108,0,737,3,4292,3,4045,0,247,8,3359,0,0,3367,0,0,100,11,11916,10,11537,7,7461,5,5636,0.2,0,1,379,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,417,1,510,6,4348,6,4107,0,241,5,3536,0,0,3541,0,0,100,11,12250,10,11873,7,7461,2,4931,0.2,0,1,377,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,239,1,602,4,4587,4,4360,0,227,3,3766,0,0,3769,0,0,100,11,12588,10,12218,7,7464,3,4102,0.2,0,1,370,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,317,0,375,1,4510,1,4295,0,215,2,3806,0,0,3808,0,0,100,9,12839,9,12487,8,7464,5,3998,0.2,0,0,352,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,118,1,542,4,4414,4,4163,0,251,4,3892,0,0,3896,0,0,100,9,12903,8,12526,6,7464,4,4541,0.2,0,1,377,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
44,0,124,1,625,2,4000,2,3813,0,187,4,4094,0,0,4098,0,0,100,6,12357,6,12007,3,7464,1,4835,0.2,0,0,350,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
