run,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation-data
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4331,0,5823,0,4031,0,2610,0,0,0,177,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
7,0,203,0,228,0,411,0,393,0,18,0,0,0,0,0,0,0,0,0,4894,0,5997,0,4528,0,2616,0,0,0,219,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
7,0,120,0,362,0,861,0,810,0,51,0,0,0,0,0,0,0,0,1,5824,1,6560,1,5258,1,3453,0,0,0,249,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
7,0,268,0,297,0,1446,0,1379,0,67,0,3793,0,0,3793,0,0,100,1,3511,1,3995,0,2716,0,1994,0,0,0,188,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
7,0,64,0,268,0,1794,0,1714,0,80,0,646,36,0,610,6,0,93,44,4732,40,4841,4,3961,2,2187,0,0,1,229,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
7,0,150,1,254,0,2147,0,2044,0,103,0,997,0,0,997,0,0,100,40,5952,39,5662,5,5142,1,3384,0,0,0,291,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
7,0,98,0,471,1,2399,1,2302,0,97,0,1480,0,0,1480,0,0,100,40,6535,40,6176,8,5674,7,3610,0,0,0,359,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
7,0,159,0,420,2,2471,2,2347,0,124,39,1751,0,0,1790,0,0,100,3,6830,3,6528,3,5862,3,4046,0,0,0,302,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
7,0,93,0,605,4,2877,4,2723,0,154,0,2078,0,0,2078,0,0,100,7,7258,7,6899,3,6129,2,3602,0,0,0,359,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
7,0,173,1,416,5,2879,5,2754,0,125,1,2038,0,0,2039,0,0,100,11,7689,9,7315,4,6382,1,4606,0,0,2,374,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
7,0,278,0,532,1,3396,1,3226,0,170,2,2059,0,0,2061,0,0,100,8,8575,8,8221,4,6841,3,4824,0,0,0,354,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
