run,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation-data
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313,0,5819,0,4026,0,2523,0,0,0,181,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,212,0,250,0,386,0,368,0,18,0,0,0,0,0,0,0,0,1,4833,1,5961,1,4424,0,2821,0,0,0,228,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,185,0,256,0,903,0,855,0,48,0,0,0,0,0,0,0,0,1,5828,1,6561,1,5295,0,3045,0,0,0,282,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,209,0,300,0,1349,0,1289,0,60,0,3727,0,0,3727,0,0,100,1,3481,1,4004,1,2736,1,1833,0,0,0,156,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,82,0,213,1,1730,1,1638,0,92,1,623,0,0,624,0,0,100,1,4721,1,4850,1,3893,1,2561,0,0,0,222,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,162,0,284,0,2146,0,2046,0,100,0,1056,0,0,1056,0,0,100,1,5893,1,5577,0,5045,0,3871,0,0,0,316,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,134,0,523,0,2602,0,2463,0,139,0,1428,92,0,1336,6,0,93,97,6626,92,6344,3,5911,1,4116,0,0,1,286,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,407,0,313,0,2753,0,2618,0,135,1,1766,0,0,1767,0,0,100,91,7275,85,6961,4,6418,3,4113,0,0,0,320,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,1,290,0,405,1,2971,1,2842,0,129,0,2102,0,0,2102,0,0,100,86,7776,80,7471,4,6677,1,4467,0,0,0,311,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,127,0,595,1,3287,1,3113,0,174,79,2196,0,0,2275,0,0,100,2,8487,2,8147,2,7005,1,4625,0,0,0,340,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,486,0,298,2,3670,2,3482,0,188,0,2364,0,0,2364,0,0,100,4,9365,4,8985,2,7241,2,4386,0,0,0,380,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,21,1,710,1,3807,1,3612,0,195,1,2557,0,0,2558,0,0,100,4,10146,4,9751,1,7422,0,4489,0,0,0,395,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,302,0,431,2,4014,0,3815,2,199,1,2808,0,0,2809,0,0,100,3,10868,3,10484,2,7496,2,5091,0,0,0,384,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,1,209,0,655,1,4113,1,3917,0,196,2,3173,0,0,3175,0,0,100,2,11337,2,10915,1,7503,0,4583,0,0,0,422,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,353,0,422,0,4004,0,3790,0,214,1,3317,0,0,3318,0,0,100,1,11514,1,11091,0,7520,0,4475,0,0,0,423,0,0,0,0,6,6,89,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,427,0,318,0,4230,0,4012,0,218,0,3537,208,0,3329,6,0,93,219,11579,211,11192,29,7521,17,4536,0,0,0,395,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,5,337,1,382,3,3952,3,3765,0,187,1,3603,0,0,3604,0,0,100,213,11468,200,11037,37,7516,20,5451,0,0,2,442,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,6,471,0,500,7,4257,7,3992,0,265,0,3502,0,0,3502,0,0,100,207,11672,198,11265,36,7508,24,5534,0,0,3,413,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,222,4,712,8,4250,8,4050,0,200,190,3605,0,0,3795,0,0,100,16,11828,16,11372,8,7490,4,5565,0,0,0,456,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,287,0,605,5,4631,5,4391,0,240,2,3472,0,0,3474,0,0,100,19,12435,19,12046,12,7523,6,5522,0,0,0,389,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,488,1,410,15,4918,14,4673,1,245,6,3702,0,0,3708,0,0,100,27,13150,23,12759,17,7520,7,5267,0,0,4,391,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,1,264,1,616,11,4824,11,4578,0,246,7,3761,0,0,3768,0,0,100,27,13709,25,13259,21,7523,16,5377,0,0,2,450,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,1,277,1,645,21,5140,18,4898,3,242,4,4111,0,0,4115,0,0,100,39,14192,38,13808,22,7524,15,4893,0,0,1,384,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,141,0,703,8,4698,6,4459,2,239,10,4383,0,0,4393,0,0,100,34,14014,34,13636,24,7523,17,4981,0,0,0,378,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,4,313,1,504,6,4596,5,4371,1,225,10,4330,0,0,4340,0,0,100,29,13816,29,13464,21,7524,11,4898,0,0,0,352,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,451,1,384,12,4619,12,4386,0,233,18,4643,0,0,4661,0,0,100,23,13358,21,13017,15,7524,8,5069,0,0,2,341,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,1,221,1,628,13,4488,13,4252,0,236,6,4261,0,0,4267,0,0,100,28,13146,24,12751,21,7524,18,5561,0,0,4,395,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,3,468,1,438,18,4573,17,4361,1,212,4,4156,0,0,4160,0,0,100,37,13070,35,12679,25,7524,18,4981,0,0,2,391,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,3,291,2,503,8,4342,8,4126,0,216,8,4141,0,0,4149,0,0,100,35,12776,35,12358,22,7524,13,5044,0,0,0,418,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,2,232,0,612,13,4583,13,4379,0,204,12,3994,0,0,4006,0,0,100,36,12865,34,12445,23,7524,20,4840,0,0,2,420,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,2,330,1,465,17,4796,14,4560,3,236,15,4063,0,0,4078,0,0,100,33,13065,32,12625,25,7522,24,3921,0,0,1,440,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,2,191,0,433,16,4243,15,4037,1,206,8,3814,0,0,3822,0,0,100,39,12963,38,12558,23,7524,17,4458,0,0,1,405,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,205,1,495,17,4327,14,4131,3,196,10,4067,0,0,4077,0,0,100,42,12722,41,12327,28,7524,19,5336,0,0,1,395,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,1,174,1,698,17,4290,17,4043,0,247,13,4246,0,0,4259,0,0,100,45,12270,44,11891,27,7522,22,5001,0,0,1,379,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,2,252,0,594,22,4099,22,3887,0,212,13,3810,0,0,3823,0,0,100,53,12082,53,11699,34,7524,13,4862,0,0,0,383,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,368,2,436,19,4311,19,4097,0,214,14,3828,0,0,3842,0,0,100,58,12079,53,11687,37,7522,24,5211,0,0,5,392,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,0,585,1,325,22,4270,18,4051,4,219,16,3809,0,0,3825,0,0,100,55,12048,53,11653,35,7522,26,5175,0,0,2,395,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,1,376,2,511,12,4440,12,4218,0,222,20,3617,0,0,3637,0,0,100,45,12393,44,11953,28,7519,15,5399,0,0,1,440,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,3,245,0,647,27,4483,23,4257,4,226,16,3804,0,0,3820,0,0,100,51,12531,51,12112,40,7517,28,5173,0,0,0,419,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,3,348,1,532,19,4553,18,4313,1,240,16,3732,0,0,3748,0,0,100,53,12846,51,12468,38,7523,27,5030,0,0,2,378,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,4,486,4,348,15,4616,14,4376,1,240,11,3956,0,0,3967,0,0,100,54,13027,51,12637,41,7521,21,5527,0,0,3,390,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,1,306,5,597,21,4991,20,4741,1,250,20,3979,0,0,3999,0,0,100,51,13537,48,13162,39,7524,22,5498,0,0,3,375,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,1,192,1,767,20,4761,18,4526,2,235,16,4103,0,0,4119,0,0,100,50,13724,48,13396,39,7524,27,3957,0,0,2,328,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,2,364,1,317,27,4392,26,4163,1,229,13,4158,0,0,4171,0,0,100,61,13546,58,13161,44,7524,22,4031,0,0,3,385,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,2,206,1,471,23,4439,21,4220,2,219,17,4495,0,0,4512,0,0,100,62,13016,59,12619,39,7524,21,5472,0,0,3,397,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,1,210,3,661,25,4611,22,4385,3,226,14,4285,0,0,4299,0,0,100,67,12855,62,12450,46,7522,27,4060,0,0,5,405,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
26,2,198,3,490,21,4091,20,3885,1,206,23,3917,0,0,3940,0,0,100,59,12544,55,12090,37,7524,28,4885,0,0,4,454,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_noPred_uncolonised.csv
