run,enso_state,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation_data
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4335,0,5712,0,3939,0,2163,0.2,0,0,288,0,0,2035,2031,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
46,0,0,168,0,192,0,340,0,325,0,15,0,0,0,0,0,0,0,0,1,4706,1,5767,1,4130,1,3218,0.2,0,0,271,0,0,280,285,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
46,1,0,141,0,369,0,905,0,862,0,43,0,0,0,0,0,0,0,0,1,5650,1,6248,1,4768,0,708,0.2,0,0,405,0,0,113,112,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
46,1,0,58,0,52,0,1018,0,966,0,52,0,0,0,0,0,0,0,0,1,6579,1,6794,1,4773,0,1887,0.2,0,0,445,0,0,75,21,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
46,3,0,150,0,175,0,1339,0,1260,0,79,0,0,0,0,0,0,0,0,1,7788,1,7461,1,4799,1,1829,0.2,0,0,636,0,0,44,35,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
46,3,0,122,0,160,1,1619,1,1542,0,77,0,0,0,0,0,0,0,0,2,9051,2,8496,0,4785,0,2320,0.2,0,0,555,0,0,16,21,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
46,4,0,69,0,333,0,1884,0,1801,0,83,0,2621,165,0,2456,6,0,93,170,7682,158,7209,9,4750,1,2743,0.2,0,1,484,0,0,0,36,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
46,2,0,244,1,222,0,1729,0,1645,0,84,0,0,0,0,0,0,0,0,158,8895,136,8291,12,4725,0,820,0.2,0,3,623,0,0,40,10,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
46,2,0,18,0,107,1,1650,1,1581,0,69,1,1070,0,0,1071,0,0,100,136,8839,125,8494,10,4712,2,3315,0.2,0,1,355,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
46,2,0,132,0,421,0,1972,0,1885,0,87,0,942,0,0,942,0,0,100,125,9481,120,9240,6,4721,2,3000,0.2,0,0,246,0,0,21,73,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
