run,enso_state,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation_data
81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,0,5820,0,3936,0,2862,0.2,0,0,180,0,0,2298,1760,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,4,0,56,0,440,0,477,0,454,0,23,0,0,0,0,0,0,0,0,2,4943,1,5835,2,4394,0,1816,0.2,0,1,440,0,0,616,321,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,2,0,124,0,165,0,805,0,763,0,42,0,0,0,0,0,0,0,0,1,5658,1,5852,0,4875,0,552,0.2,0,0,774,0,0,136,116,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,2,0,8,0,90,0,856,0,811,0,45,0,0,0,0,0,0,0,0,4,6015,4,6418,3,4847,0,3274,0.2,0,0,247,0,0,46,135,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,1,0,182,0,339,0,1466,0,1381,0,85,0,0,0,0,0,0,0,0,4,7526,3,7645,4,4817,3,2449,0.2,0,1,204,0,0,22,63,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,1,1,136,0,272,2,1795,2,1716,0,79,0,0,0,0,0,0,0,0,5,9407,5,8961,1,4773,0,2009,0.2,0,0,446,0,0,34,10,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,1,0,49,0,311,0,1725,0,1649,0,76,0,2826,0,0,2826,0,0,100,5,7820,3,7334,2,4755,0,1834,0.2,0,2,486,0,0,41,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,2,0,105,0,208,0,1744,0,1655,0,89,0,0,0,0,0,0,0,0,3,9041,2,8653,3,4762,1,1667,0.2,0,1,388,0,0,0,21,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,2,0,130,0,140,0,1902,0,1790,0,112,0,1157,0,0,1157,0,0,100,2,9343,2,9124,2,4744,0,2961,0.2,0,0,219,0,0,15,38,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,0,0,135,0,406,0,1935,0,1844,0,91,1,871,0,0,872,0,0,100,1,10152,1,9881,1,4701,0,2582,0.2,0,0,271,0,0,36,26,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,2,0,242,0,193,2,2060,2,1954,0,106,0,1445,0,0,1445,0,0,100,3,10450,2,9717,2,4685,0,660,0.2,0,1,733,0,0,16,12,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,2,0,40,0,67,0,1617,0,1538,0,79,1,1560,0,0,1561,0,0,100,1,9729,1,9395,0,4675,0,2818,0.2,0,0,334,0,0,0,20,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
81,4,0,234,0,219,0,1862,0,1766,0,96,0,1198,69,0,1129,6,0,93,76,9970,69,9673,15,4644,9,3773,0.2,0,0,304,0,0,17,15,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred20_uncolonised.csv
