run,enso_state,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation_data
37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4362,0,5817,0,3905,0,2739,0.2,0,0,183,0,0,2077,2166,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,0,0,147,0,303,0,452,0,432,0,20,0,0,0,0,0,0,0,0,0,4918,0,5704,0,4395,0,2480,0.2,0,0,545,0,0,443,326,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,210,0,246,0,873,0,833,0,40,0,0,0,0,0,0,0,0,0,5545,0,5865,0,4613,0,705,0.2,0,0,677,0,0,195,100,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,4,0,44,0,73,0,944,0,899,0,45,0,0,0,0,0,0,0,0,4,6121,4,6492,1,4649,0,3232,0.2,0,0,273,0,0,34,60,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,3,0,335,0,239,0,1523,0,1451,0,72,0,0,0,0,0,0,0,0,4,7679,4,7479,1,4660,0,837,0.2,0,0,510,0,0,58,17,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,3,0,75,0,67,0,1666,0,1588,0,78,0,0,0,0,0,0,0,0,4,9110,3,8477,2,4653,1,2779,0.2,0,1,633,0,0,38,34,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,127,0,348,1,1781,1,1684,0,97,0,2457,0,0,2457,0,0,100,4,7763,4,7376,2,4609,0,2778,0.2,0,0,387,0,0,0,29,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,176,0,327,0,1906,0,1809,0,97,0,0,0,0,0,0,0,0,4,9235,4,8986,2,4592,1,2989,0.2,0,0,249,0,0,18,18,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,75,0,442,1,2106,1,2013,0,93,0,1175,0,0,1175,0,0,100,5,9879,5,9580,4,4579,0,2680,0.2,0,0,299,0,0,40,36,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,207,0,246,0,2284,0,2169,0,115,3,910,0,0,913,0,0,100,2,10897,2,10687,2,4542,0,2549,0.2,0,0,210,0,0,17,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,3,0,269,0,182,0,2367,0,2239,0,128,0,1505,0,0,1505,0,0,100,2,11490,2,11129,2,4550,1,3559,0.2,0,0,361,0,0,18,13,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,0,0,150,0,447,0,2566,0,2444,0,122,0,1583,0,0,1583,0,0,100,2,12064,2,11521,1,4538,1,2232,0.2,0,0,543,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,1,0,112,0,255,1,2544,1,2404,0,140,1,1346,0,0,1347,0,0,100,2,12660,2,12000,1,4535,0,609,0.2,0,0,660,0,0,0,25,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,1,0,53,0,67,0,2056,0,1984,0,72,0,1501,0,0,1501,0,0,100,2,12527,2,11978,0,4511,0,2240,0.2,0,0,549,0,0,17,38,6,6,89,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,203,0,149,1,2045,1,1920,0,125,1,1596,82,0,1515,6,0,93,89,12311,81,11771,26,4473,2,1210,0.2,0,4,544,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,1,103,0,89,0,1891,0,1791,0,100,0,1688,0,0,1688,0,0,100,81,11924,79,11707,26,4472,11,2563,0.2,0,2,217,0,0,13,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,139,2,270,3,1634,3,1549,0,85,0,1797,0,0,1797,0,0,100,82,11513,79,11241,34,4471,22,2618,0.2,0,2,273,0,0,0,15,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,3,3,187,4,243,0,1670,0,1577,0,93,0,2058,0,0,2058,0,0,100,79,10824,75,10528,27,4455,15,1989,0.2,0,1,299,0,0,0,24,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,2,67,1,245,7,1817,7,1745,0,72,0,2076,0,0,2076,0,0,100,82,10237,73,9883,28,4431,8,2109,0.2,0,6,357,0,0,0,14,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,4,1,121,0,231,8,2029,6,1940,2,89,0,1693,0,0,1693,0,0,100,79,10179,75,9904,26,4415,10,3043,0.2,0,1,278,0,0,30,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,111,1,376,11,2139,11,2030,0,109,60,1636,0,0,1696,0,0,100,26,10362,23,9611,14,4422,0,620,0.2,0,3,751,0,0,11,16,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,54,0,64,13,1861,10,1768,3,93,0,1460,0,0,1460,0,0,100,33,9971,28,9689,16,4400,7,3199,0.2,0,5,282,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,72,0,486,10,2016,9,1926,1,90,2,1261,0,0,1263,0,0,100,35,10396,32,10192,19,4404,8,2789,0.2,0,3,204,0,0,0,22,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,242,2,226,10,2007,10,1915,0,92,0,1289,0,0,1289,0,0,100,42,10876,38,10591,25,4381,13,1997,0.2,0,4,285,0,0,14,19,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,4,1,142,1,190,7,2065,6,1955,1,110,4,1437,0,0,1441,0,0,100,40,11170,39,10871,22,4363,9,4061,0.2,0,1,299,0,0,18,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,1,235,0,427,4,2215,4,2118,0,97,3,1608,0,0,1611,0,0,100,40,11438,38,10492,24,4361,0,679,0.2,0,2,946,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,31,0,70,10,2174,10,2083,0,91,5,1588,0,0,1593,0,0,100,43,11029,41,10736,26,4363,13,2521,0.2,0,2,293,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,3,0,197,2,231,7,2086,6,1986,1,100,5,1420,0,0,1425,0,0,100,42,11366,41,11159,18,4364,8,3593,0.2,0,1,207,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,1,207,0,390,5,2469,5,2339,0,130,7,1580,0,0,1587,0,0,100,39,11990,35,11544,22,4362,10,1494,0.2,0,4,446,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,0,1,122,2,122,7,2166,6,2053,1,113,9,1609,0,0,1618,0,0,100,32,12057,30,11823,16,4362,6,2895,0.2,0,2,234,0,0,0,23,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,2,315,0,181,8,2040,8,1945,0,95,4,1648,0,0,1652,0,0,100,34,12177,25,11699,20,4341,0,498,0.2,0,9,478,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,3,0,34,0,53,6,1788,6,1710,0,78,3,1771,0,0,1774,0,0,100,28,11685,27,11478,15,4341,9,2526,0.2,0,1,207,0,0,13,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,3,1,89,2,334,6,2099,6,1990,0,109,4,1793,0,0,1797,0,0,100,29,11732,26,11335,18,4338,5,2001,0.2,0,3,397,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,4,0,141,1,188,7,1787,7,1688,0,99,1,1742,0,0,1743,0,0,100,32,11342,30,10825,19,4341,6,1748,0.2,0,2,517,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,1,15,2,262,3,1754,1,1664,2,90,4,1957,0,0,1961,0,0,100,27,10589,19,9665,16,4337,0,495,0.2,0,8,924,0,0,0,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,8,0,78,3,1426,3,1344,0,82,4,1622,0,0,1626,0,0,100,18,9430,18,9204,10,4339,6,3369,0.2,0,0,226,0,0,14,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,0,196,3,343,5,1761,5,1674,0,87,3,1520,0,0,1523,0,0,100,20,9401,19,9229,12,4339,2,2922,0.2,0,1,172,0,0,14,0,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
37,2,1,185,0,274,1,1906,1,1817,0,89,1,1401,0,0,1402,0,0,100,19,9701,18,9485,11,4334,6,2976,0.2,0,1,216,0,0,0,14,0,56,44,/data/twoIsl_recolonisation/twoIsl_pred10_uncolonised.csv
