run,enso_state,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation_data
11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3317,3329,4702,4865,2660,2660,773,2232,0.5,0,298,135,0.05,0,3285,3278,31,31,37,./data/consistency_two_isl.csv
11,4,29,106,110,258,129,368,118,352,11,16,0,0,0,0,0,0,0,0,3473,3865,4492,5057,2828,3100,843,2213,0.5,0,338,163,0.05,0,2149,2294,27,36,37,./data/consistency_two_isl.csv
11,3,43,20,94,346,261,721,249,670,12,51,0,0,0,0,0,0,0,0,3736,4724,3624,4487,3081,3774,0,1115,0.5,0,1136,1261,0.05,0,1001,1479,22,40,37,./data/consistency_two_isl.csv
11,3,0,89,0,91,268,871,262,834,6,37,0,0,0,0,0,0,0,0,3205,4646,3296,4704,2571,3717,259,2334,0.5,0,600,634,0.05,0,927,1342,16,47,37,./data/consistency_two_isl.csv
11,0,24,73,20,331,319,1369,299,1286,20,83,0,0,0,0,0,0,0,0,3274,5682,3045,5274,2657,4603,303,2451,0.5,0,567,762,0.05,0,903,1624,10,52,37,./data/consistency_two_isl.csv
11,2,24,85,28,291,362,1773,348,1687,14,86,0,0,0,0,0,0,0,0,3404,7013,2275,5149,2793,5930,0,1912,0.5,0,1129,1864,0.05,0,1169,2333,6,57,38,./data/consistency_two_isl.csv
11,2,0,121,0,177,265,1755,255,1665,10,90,836,1258,270,0,1824,13,0,86,1973,5610,1809,5362,1426,4850,328,4497,0.5,0,155,257,0.05,0,466,1969,2,61,37,./data/consistency_two_isl.csv
11,2,25,261,29,441,204,2149,191,2042,13,107,123,263,21,0,365,5,0,94,1901,7213,1729,6880,1432,6361,495,4472,0.5,0,165,340,0.05,0,468,3108,1,62,37,./data/consistency_two_isl.csv
11,4,37,260,34,539,222,2729,206,2587,16,142,163,389,11,0,541,2,0,97,1785,9175,1631,8826,1307,8276,395,6494,0.5,0,146,357,0.05,0,650,3831,0,62,37,./data/consistency_two_isl.csv
11,2,34,74,35,1014,286,3317,272,3170,14,147,200,550,0,0,750,0,0,100,1703,11538,1182,8366,1239,10013,0,2739,0.5,0,491,3202,0.05,0,412,4839,0,62,38,./data/consistency_two_isl.csv
11,3,0,192,0,276,223,3469,214,3305,9,164,199,660,0,0,859,0,0,100,1197,11126,1088,10627,819,9886,213,7150,0.5,0,105,503,0.05,0,465,5022,0,62,37,./data/consistency_two_isl.csv
