run,enso_state,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation_data
6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3348,3307,4664,4861,2662,2672,848,2311,0.5,0,336,139,0.05,0,3655,3488,31,31,37,./data/consistency_two_isl.csv
6,2,49,143,90,234,129,394,124,371,5,23,0,0,0,0,0,0,0,0,3473,3889,4501,5072,2806,3108,900,2625,0.5,0,296,172,0.05,0,2397,2293,26,36,37,./data/consistency_two_isl.csv
6,2,77,145,75,276,294,790,276,755,18,35,0,0,0,0,0,0,0,0,3806,4815,4459,5619,3075,3849,1017,3211,0.5,0,335,226,0.05,0,1261,1652,21,41,37,./data/consistency_two_isl.csv
6,4,70,88,94,423,482,1397,453,1343,29,54,0,0,0,0,0,0,0,0,4260,6305,4525,6737,3467,5156,1023,3641,0.5,0,405,259,0.05,0,1175,1860,15,48,37,./data/consistency_two_isl.csv
6,0,81,235,94,361,626,1866,585,1771,41,95,0,0,0,0,0,0,0,0,4775,8222,3637,6323,3872,6972,0,2226,0.5,0,1493,2250,0.05,0,1490,2578,9,53,37,./data/consistency_two_isl.csv
6,1,0,195,0,171,627,2407,598,2293,29,114,0,0,0,0,0,0,0,0,4245,8695,2888,6361,3456,7436,0,2505,0.5,0,1357,2334,0.05,0,1210,2931,6,57,38,./data/consistency_two_isl.csv
6,2,0,135,0,285,522,2524,499,2399,23,125,1134,1480,307,0,2307,13,0,86,2566,7358,2139,6358,1899,6507,201,2911,0.5,0,410,1017,0.05,0,839,3400,2,61,37,./data/consistency_two_isl.csv
6,3,16,128,17,324,466,2533,438,2391,28,142,126,284,19,0,391,5,0,94,2476,8557,2250,8170,1852,7614,597,5825,0.5,0,219,394,0.05,0,647,3214,1,62,37,./data/consistency_two_isl.csv
6,1,54,589,50,444,380,3000,367,2838,13,162,158,438,12,0,584,2,0,97,2474,10686,2037,9217,1828,9645,186,5792,0.5,0,413,1493,0.05,0,1035,4621,0,62,37,./data/consistency_two_isl.csv
6,1,7,442,24,532,221,3484,208,3332,13,152,207,635,0,0,842,0,0,100,2038,12018,1675,10443,1507,10359,144,5939,0.5,0,343,1595,0.05,0,588,5459,0,62,37,./data/consistency_two_isl.csv
6,2,14,466,16,512,200,4034,192,3824,8,210,201,693,0,0,894,0,0,100,1666,13720,1377,12195,1205,10306,117,6687,0.5,0,265,1549,0.05,0,499,4646,0,62,38,./data/consistency_two_isl.csv
6,2,4,507,8,534,200,4586,185,4359,15,227,289,1062,0,0,1351,0,0,100,1273,15631,1144,15107,890,10900,288,8990,0.5,0,125,528,0.05,0,323,5671,0,62,37,./data/consistency_two_isl.csv
