run,enso_state,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation_data
55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3310,3354,4699,4836,2655,2650,799,1988,0.5,0,301,164,0.05,0,3499,3520,31,31,37,./data/consistency_two_isl.csv
55,2,4,201,141,153,131,369,125,352,6,17,0,0,0,0,0,0,0,0,3453,3857,4526,5012,2744,3067,761,2491,0.5,0,312,178,0.05,0,2261,2518,26,36,37,./data/consistency_two_isl.csv
55,2,40,167,86,250,252,721,240,676,12,45,0,0,0,0,0,0,0,0,3760,4662,4422,5530,2977,3738,920,2893,0.5,0,360,180,0.05,0,1346,1249,21,42,37,./data/consistency_two_isl.csv
55,2,51,270,92,175,406,1225,390,1164,16,61,0,0,0,0,0,0,0,0,4131,6039,4462,6437,3349,5007,964,4319,0.5,0,367,288,0.05,0,1078,1540,14,48,37,./data/consistency_two_isl.csv
55,2,78,285,86,439,537,1946,507,1857,30,89,0,0,0,0,0,0,0,0,4640,8010,4589,7968,3812,6823,1150,4534,0.5,0,404,377,0.05,0,1174,2360,9,53,37,./data/consistency_two_isl.csv
55,2,83,275,122,483,778,2690,750,2559,28,131,0,0,0,0,0,0,0,0,5356,10614,4913,10122,4517,9132,1372,7208,0.5,0,443,492,0.05,0,1805,3729,7,56,37,./data/consistency_two_isl.csv
55,0,99,497,132,707,914,3746,870,3545,44,201,1896,2532,632,0,3796,15,0,84,4528,11266,4117,10764,3509,9959,851,8409,0.5,0,391,522,0.05,0,1382,4322,3,60,37,./data/consistency_two_isl.csv
55,3,40,366,92,1021,927,4790,885,4553,42,237,252,503,58,0,697,7,0,92,4815,14974,3307,11674,3765,11027,0,3378,0.5,0,1409,3399,0.05,0,1528,5433,2,60,37,./data/consistency_two_isl.csv
55,2,0,223,0,335,758,4952,732,4718,26,234,277,580,43,0,814,5,0,94,3811,15974,3158,14331,2910,11200,234,7613,0.5,0,612,1684,0.05,0,1370,5715,1,61,37,./data/consistency_two_isl.csv
55,3,6,308,34,959,662,5505,629,5208,33,297,282,785,18,0,1049,2,0,97,3525,18960,3195,18372,2725,11187,757,9587,0.5,0,312,606,0.05,0,1318,5630,1,62,37,./data/consistency_two_isl.csv
55,2,31,659,100,920,645,6333,610,6038,35,295,322,1221,31,0,1512,2,0,97,3516,23389,2881,21765,2729,11226,240,6752,0.5,0,604,1655,0.05,0,1365,5146,1,62,38,./data/consistency_two_isl.csv
55,4,8,273,20,835,454,6436,439,6058,15,378,407,1447,45,0,1809,2,0,97,2968,26599,2714,26065,2261,11772,586,8391,0.5,0,243,545,0.05,0,1051,5983,0,62,37,./data/consistency_two_isl.csv
55,2,15,433,82,947,329,6379,320,6065,9,314,553,1907,0,0,2460,0,0,100,2481,30422,1705,26896,1989,11743,0,3951,0.5,0,747,3555,0.05,0,1004,5954,0,62,37,./data/consistency_two_isl.csv
55,1,0,229,0,433,288,6180,274,5866,14,314,252,2411,0,0,2663,0,0,100,1727,30551,1575,29988,1344,11737,471,9624,0.5,0,149,566,0.05,0,874,5880,0,62,37,./data/consistency_two_isl.csv
55,2,13,233,63,1382,365,6620,341,6248,24,372,285,3060,0,0,3345,0,0,100,1631,33424,1335,31694,1287,11802,152,7534,0.5,0,293,1733,0.05,0,558,5947,0,62,37,./data/consistency_two_isl.csv
55,2,12,441,17,806,273,6790,265,6422,8,368,206,3785,0,0,3991,0,0,100,1394,34558,1271,33998,1070,11837,358,9383,0.5,0,122,561,0.05,0,678,5946,0,62,37,./data/consistency_two_isl.csv
55,2,21,361,37,1210,274,6783,264,6472,10,311,216,4741,0,0,4957,0,0,100,1319,35926,1198,35335,1024,11884,266,9884,0.5,0,120,592,0.05,0,547,6145,0,62,38,./data/consistency_two_isl.csv
55,2,6,31,37,1605,231,7130,222,6770,9,360,207,5045,0,0,5252,0,0,100,1213,37282,1106,36723,966,11755,261,9896,0.5,0,107,559,0.05,0,568,5789,0,62,37,./data/consistency_two_isl.csv
55,2,12,527,28,1119,242,7835,225,7434,17,401,118,5237,0,0,5355,0,0,100,1213,39187,1109,38599,936,11916,250,8300,0.5,0,104,588,0.05,0,576,6201,0,62,37,./data/consistency_two_isl.csv
55,2,30,530,14,874,218,7820,200,7441,18,379,161,5297,0,0,5458,0,0,100,1148,40993,1055,40371,871,11751,255,10104,0.5,0,93,622,0.05,0,614,6020,0,62,38,./data/consistency_two_isl.csv
55,0,13,762,17,967,253,8352,238,7951,15,401,162,5823,0,0,5985,0,0,100,1131,42752,1017,42146,827,11683,282,7326,0.5,0,114,606,0.05,0,539,5681,0,62,37,./data/consistency_two_isl.csv
55,1,2,381,46,776,252,7948,239,7555,13,393,146,6024,0,0,6170,0,0,100,1110,43945,770,40300,839,11917,0,3843,0.5,0,340,3645,0.05,0,431,6174,0,62,37,./data/consistency_two_isl.csv
55,2,0,148,0,491,161,6775,155,6420,6,355,124,5387,0,0,5511,0,0,100,801,41562,665,39812,595,11786,65,7210,0.5,0,136,1750,0.05,0,240,6173,0,62,37,./data/consistency_two_isl.csv
55,2,3,558,8,652,163,6543,153,6210,10,333,80,5604,0,0,5684,0,0,100,738,40630,676,40071,544,11573,162,9804,0.5,0,62,559,0.05,0,339,5829,0,62,37,./data/consistency_two_isl.csv
55,2,12,640,18,968,157,6954,151,6603,6,351,88,6242,0,0,6330,0,0,100,739,40665,663,40093,541,11612,140,8245,0.5,0,76,572,0.05,0,413,5468,0,62,38,./data/consistency_two_isl.csv
55,2,4,323,14,1009,121,6864,113,6497,8,367,83,6389,0,0,6472,0,0,100,693,40433,628,39818,520,12022,160,10060,0.5,0,65,615,0.05,0,319,6193,0,62,37,./data/consistency_two_isl.csv
55,2,13,621,11,1090,92,6875,88,6522,4,353,86,7015,0,0,7101,0,0,100,630,39547,575,38938,477,11908,171,9353,0.5,0,55,609,0.05,0,208,6069,0,62,38,./data/consistency_two_isl.csv
55,2,6,847,20,691,109,7532,103,7172,6,360,89,6796,0,0,6885,0,0,100,589,39572,545,38949,433,11863,156,9230,0.5,0,44,623,0.05,0,390,5953,0,62,37,./data/consistency_two_isl.csv
55,2,11,650,8,917,150,8355,142,7972,8,383,93,5908,0,0,6001,0,0,100,594,41242,535,40629,437,11923,121,8293,0.5,0,59,613,0.05,0,357,6161,0,62,37,./data/consistency_two_isl.csv
55,2,1,451,22,970,146,8245,142,7843,4,402,90,5899,0,0,5989,0,0,100,587,42807,530,42191,418,11811,156,10176,0.5,0,57,616,0.05,0,235,6023,0,62,38,./data/consistency_two_isl.csv
55,2,18,406,17,1206,128,8124,119,7713,9,411,82,6208,0,0,6290,0,0,100,567,43961,519,43394,409,11771,144,9591,0.5,0,48,567,0.05,0,198,5879,0,62,37,./data/consistency_two_isl.csv
55,2,8,614,10,1018,135,8337,131,7951,4,386,63,6133,0,0,6196,0,0,100,587,45457,535,44879,429,11855,145,9281,0.5,0,52,578,0.05,0,256,5953,0,62,37,./data/consistency_two_isl.csv
55,4,10,198,13,1311,111,8602,103,8184,8,418,53,6159,0,0,6212,0,0,100,585,47182,529,46566,426,11906,147,11132,0.5,0,56,616,0.05,0,386,5981,0,62,37,./data/consistency_two_isl.csv
55,2,4,739,19,1108,127,8804,122,8378,5,426,54,6822,0,0,6876,0,0,100,597,48401,433,44763,431,11962,0,2891,0.5,0,164,3638,0.05,0,407,6231,0,62,37,./data/consistency_two_isl.csv
55,2,0,134,0,349,97,7597,93,7241,4,356,57,6802,0,0,6859,0,0,100,469,45430,426,44857,327,11782,96,9193,0.5,0,43,573,0.05,0,176,5988,0,62,37,./data/consistency_two_isl.csv
55,2,5,576,12,928,103,7450,98,7063,5,387,64,6824,0,0,6888,0,0,100,460,45346,421,44762,336,11763,111,9193,0.5,0,39,584,0.05,0,298,6095,0,62,37,./data/consistency_two_isl.csv
55,3,7,636,13,913,102,7545,100,7173,2,372,54,6859,0,0,6913,0,0,100,467,45308,428,44738,340,11622,75,9133,0.5,0,39,570,0.05,0,196,5798,0,62,38,./data/consistency_two_isl.csv
55,4,4,653,10,907,88,7195,82,6826,6,369,56,7193,0,0,7249,0,0,100,454,44612,375,42911,337,11700,42,7816,0.5,0,79,1701,0.05,0,207,5869,0,62,37,./data/consistency_two_isl.csv
55,2,2,490,5,796,62,7017,58,6645,4,372,42,7188,0,0,7230,0,0,100,391,42619,259,39109,274,11760,0,3636,0.5,0,132,3510,0.05,0,232,6125,0,62,37,./data/consistency_two_isl.csv
55,2,0,210,0,388,50,6695,49,6340,1,355,35,6772,0,0,6807,0,0,100,273,38898,247,38290,191,11584,61,9350,0.5,0,26,608,0.05,0,151,5545,0,62,37,./data/consistency_two_isl.csv
55,2,3,442,4,1082,54,7121,51,6788,3,333,34,6020,0,0,6054,0,0,100,264,39274,232,38667,172,11913,69,11913,0.5,0,32,607,0.05,0,198,5952,0,62,37,./data/consistency_two_isl.csv
55,0,6,752,5,1229,44,7636,41,7246,3,390,33,6081,0,0,6114,0,0,100,240,40055,218,39504,167,11991,56,8820,0.5,0,22,551,0.05,0,127,6423,0,62,37,./data/consistency_two_isl.csv
55,2,0,576,7,889,44,7602,43,7207,1,395,40,6271,0,0,6311,0,0,100,221,40694,152,37181,155,11639,0,3434,0.5,0,69,3513,0.05,0,142,5868,0,62,37,./data/consistency_two_isl.csv
55,2,0,213,0,329,41,6590,38,6271,3,319,25,5461,0,0,5486,0,0,100,165,38184,156,37571,108,11665,38,9026,0.5,0,9,613,0.05,0,203,5920,0,62,37,./data/consistency_two_isl.csv
55,2,0,324,8,1228,40,7465,38,7065,2,400,17,5437,0,0,5454,0,0,100,177,39467,162,38846,113,11657,35,11360,0.5,0,15,621,0.05,0,153,5691,0,62,37,./data/consistency_two_isl.csv
55,2,3,799,6,1060,37,7764,36,7387,1,377,25,5394,0,0,5419,0,0,100,173,41089,162,40453,116,11865,45,9895,0.5,0,11,636,0.05,0,126,6143,0,62,37,./data/consistency_two_isl.csv
55,2,3,492,4,1142,26,7896,24,7511,2,385,23,5917,0,0,5940,0,0,100,163,42303,147,41677,112,11727,39,11264,0.5,0,16,626,0.05,0,79,5967,0,62,37,./data/consistency_two_isl.csv
55,0,2,694,3,1190,27,8074,25,7686,2,388,16,6457,0,0,6473,0,0,100,156,43146,142,42576,106,11699,30,9118,0.5,0,14,570,0.05,0,57,5891,0,62,37,./data/consistency_two_isl.csv
55,1,1,530,6,917,33,8655,29,8158,4,497,18,6621,0,0,6639,0,0,100,153,44433,107,40857,98,11721,0,3069,0.5,0,46,3576,0.05,0,56,5968,0,62,37,./data/consistency_two_isl.csv
55,3,0,226,0,318,23,7712,22,7339,1,373,18,5184,0,0,5202,0,0,100,111,43238,97,41517,70,11681,7,6225,0.5,0,14,1721,0.05,0,141,5800,0,62,38,./data/consistency_two_isl.csv
55,2,0,107,1,942,23,7420,21,7067,2,353,19,5886,0,0,5905,0,0,100,99,42919,88,41176,61,11793,7,7222,0.5,0,11,1743,0.05,0,96,5981,0,62,37,./data/consistency_two_isl.csv
55,2,0,657,0,583,18,6676,16,6359,2,317,16,5983,0,0,5999,0,0,100,88,41745,82,41211,54,11788,18,10146,0.5,0,6,534,0.05,0,72,6154,0,62,38,./data/consistency_two_isl.csv
55,2,0,876,2,899,10,6616,10,6250,0,366,10,6337,0,0,6347,0,0,100,82,41350,79,40776,53,11604,16,8757,0.5,0,3,574,0.05,0,101,5713,0,62,37,./data/consistency_two_isl.csv
55,2,0,420,2,1091,11,6482,10,6176,1,306,5,6550,0,0,6555,0,0,100,84,40603,78,40004,56,11763,22,8462,0.5,0,6,599,0.05,0,128,5706,0,62,37,./data/consistency_two_isl.csv
55,3,0,708,2,735,8,7007,8,6660,0,347,19,7235,0,0,7254,0,0,100,67,39639,65,39027,38,12008,9,9745,0.5,0,2,612,0.05,0,92,6191,0,62,37,./data/consistency_two_isl.csv
55,3,1,438,1,1249,18,7440,18,7074,0,366,11,6650,0,0,6661,0,0,100,72,39678,58,37906,41,11891,6,7309,0.5,0,14,1772,0.05,0,54,6047,0,62,38,./data/consistency_two_isl.csv
55,2,1,250,1,987,13,7736,13,7345,0,391,12,6271,0,0,6283,0,0,100,59,39230,47,37390,31,11861,3,7853,0.5,0,12,1840,0.05,0,68,6197,0,62,37,./data/consistency_two_isl.csv
55,2,0,52,0,1274,7,8028,6,7638,1,390,7,5453,0,0,5460,0,0,100,46,39820,44,39207,29,11671,8,8929,0.5,0,2,613,0.05,0,70,5778,0,62,37,./data/consistency_two_isl.csv
55,2,1,486,0,1039,5,7415,4,7048,1,367,5,5496,0,0,5501,0,0,100,43,40985,41,40419,19,11801,6,10165,0.5,0,2,566,0.05,0,17,6030,0,62,37,./data/consistency_two_isl.csv
55,2,1,712,1,984,11,8012,10,7601,1,411,7,5473,0,0,5480,0,0,100,44,42810,41,42230,34,11744,6,9702,0.5,0,3,580,0.05,0,110,5710,0,62,37,./data/consistency_two_isl.csv
