run,enso_state,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation_data
12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,3311,4710,4863,2645,2685,811,1773,0.5,0,290,137,0.05,0,3283,3676,31,32,38,./data/consistency_two_isl.csv
12,4,25,122,94,187,132,308,130,297,2,11,0,0,0,0,0,0,0,0,3535,3817,4254,4598,2809,3094,316,2202,0.5,0,589,565,0.05,0,1850,2332,27,36,37,./data/consistency_two_isl.csv
12,3,27,215,26,141,192,629,185,599,7,30,0,0,0,0,0,0,0,0,3498,4182,3394,3993,2818,3331,0,989,0.5,0,1053,1219,0.05,0,1390,1554,24,39,37,./data/consistency_two_isl.csv
12,2,0,63,0,114,193,826,186,770,7,56,0,0,0,0,0,0,0,0,2979,4086,3057,4235,2363,3217,238,1866,0.5,0,538,553,0.05,0,625,1184,18,45,37,./data/consistency_two_isl.csv
12,2,7,124,36,197,227,1119,209,1061,18,58,0,0,0,0,0,0,0,0,2984,5001,2991,5121,2373,4028,837,3132,0.5,0,285,214,0.05,0,765,1454,11,52,37,./data/consistency_two_isl.csv
12,2,49,158,83,328,388,1699,371,1613,17,86,0,0,0,0,0,0,0,0,3375,6781,3041,6466,2722,5803,826,4435,0.5,0,334,315,0.05,0,1019,2069,6,57,37,./data/consistency_two_isl.csv
12,2,58,288,77,466,413,2267,383,2139,30,128,1182,1509,380,0,2311,13,0,86,2633,7185,2400,6827,1928,6349,540,5842,0.5,0,217,374,0.05,0,719,2629,2,61,38,./data/consistency_two_isl.csv
12,2,44,488,56,455,441,2919,421,2754,20,165,161,290,15,0,436,5,0,95,2679,9395,2465,9005,1986,8394,640,6858,0.5,0,205,399,0.05,0,721,3780,1,62,37,./data/consistency_two_isl.csv
12,2,59,271,57,890,486,3743,463,3548,23,195,223,480,12,0,691,2,0,97,2721,12204,2478,11676,2058,9735,676,7565,0.5,0,234,537,0.05,0,765,4234,1,62,38,./data/consistency_two_isl.csv
12,2,24,203,83,1042,578,4750,552,4522,26,228,295,758,30,0,1023,2,0,97,2770,15591,2499,15072,2047,10525,556,9544,0.5,0,254,536,0.05,0,789,5373,0,62,37,./data/consistency_two_isl.csv
12,2,35,589,54,1021,563,5967,535,5644,28,323,287,1107,0,0,1394,0,0,100,2747,19832,2512,19322,2063,10487,568,6700,0.5,0,230,515,0.05,0,944,5406,0,62,37,./data/consistency_two_isl.csv
12,2,20,331,68,827,564,6317,532,6027,32,290,388,1533,0,0,1921,0,0,100,2656,24023,2438,23469,1981,10390,595,8257,0.5,0,216,556,0.05,0,1087,5187,0,62,37,./data/consistency_two_isl.csv
12,2,13,517,88,835,569,6895,539,6538,30,357,479,1685,0,0,2164,0,0,100,2498,28561,2270,27977,1993,10468,562,9445,0.5,0,226,586,0.05,0,773,5060,0,62,37,./data/consistency_two_isl.csv
12,2,29,411,60,1202,540,7124,511,6742,29,382,248,2198,0,0,2446,0,0,100,2533,32779,2317,32221,2018,10704,714,7710,0.5,0,216,558,0.05,0,1002,5322,0,62,37,./data/consistency_two_isl.csv
12,2,20,405,100,921,490,7091,473,6746,17,345,264,2951,0,0,3215,0,0,100,2526,36233,2308,35649,2026,10799,610,8859,0.5,0,216,586,0.05,0,1105,5368,0,62,38,./data/consistency_two_isl.csv
12,4,16,673,84,804,563,7508,522,7138,41,370,333,4015,0,0,4348,0,0,100,2497,39028,2275,38444,2056,10899,611,9149,0.5,0,222,584,0.05,0,981,5241,0,62,38,./data/consistency_two_isl.csv
12,2,26,322,60,1222,552,7507,533,7133,19,374,303,5243,0,0,5546,0,0,100,2505,40598,1714,37193,2051,11175,0,3808,0.5,0,791,3405,0.05,0,788,5670,0,62,37,./data/consistency_two_isl.csv
12,2,0,77,0,536,445,6949,425,6597,20,352,240,4971,0,0,5211,0,0,100,1899,39061,1729,38502,1517,11165,433,9966,0.5,0,170,559,0.05,0,756,5782,0,62,37,./data/consistency_two_isl.csv
12,1,49,1104,22,565,443,6939,420,6584,23,355,231,5578,0,0,5809,0,0,100,1918,39770,1738,39197,1507,11034,377,8570,0.5,0,180,573,0.05,0,928,5536,0,62,37,./data/consistency_two_isl.csv
12,2,23,580,37,837,343,7119,323,6739,20,380,203,5835,0,0,6038,0,0,100,1858,40333,1487,38612,1507,11091,166,6501,0.5,0,371,1721,0.05,0,923,5656,0,62,37,./data/consistency_two_isl.csv
12,0,8,507,11,642,298,7143,288,6803,10,340,172,5726,0,0,5898,0,0,100,1603,39909,1467,39326,1276,11049,397,7792,0.5,0,136,583,0.05,0,741,5798,0,62,37,./data/consistency_two_isl.csv
12,2,27,526,47,789,255,6336,247,6026,8,310,227,6213,0,0,6440,0,0,100,1487,39347,1037,36158,1162,10845,0,3481,0.5,0,450,3189,0.05,0,734,5169,0,62,37,./data/consistency_two_isl.csv
12,2,0,149,0,414,237,6152,225,5850,12,302,150,5754,0,0,5904,0,0,100,1112,36461,1005,35849,853,11159,242,9994,0.5,0,107,612,0.05,0,409,5845,0,62,37,./data/consistency_two_isl.csv
12,3,8,73,27,1642,262,7233,253,6889,9,344,162,5414,0,0,5576,0,0,100,1096,37532,993,36981,842,10959,256,9137,0.5,0,103,551,0.05,0,417,5598,0,62,37,./data/consistency_two_isl.csv
12,2,25,617,19,965,180,6666,169,6338,11,328,153,5678,0,0,5831,0,0,100,1009,37840,823,36167,782,10917,67,6888,0.5,0,186,1673,0.05,0,315,5492,0,62,38,./data/consistency_two_isl.csv
