"BehaviorSpace results (NetLogo 6.2.0)"
"collapse_behav_space.nlogo"
"chick_predation"
"12/08/2021 10:27:51:668 +1300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","100","0","100"
"[run number]","prospect?","isl-att-curve","juvenile-mortality","collapse?","prop-returning-breeders","sex-ratio","capture-data?","diffusion-prop","adult-mortality-sd","emig-out-prob","verbose?","raft-half-way","emigration-timer","age-first-return","behav-output-path","old-mortality","output-file-name","emigration-curve","juvenile-mortality-sd","emigration-max-attempts","natural-chick-mortality","update-colour?","female-philopatry","chick-mortality-sd","nhb-rad","adult-mortality","enso?","initialisation-data","max-tries","max-age","enso-adult-mort","debug?","profiler?","age-at-first-breeding","enso-breed-impact","[step]"
"73","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"74","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"75","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"77","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"76","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"78","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"79","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"82","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"81","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"80","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"83","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"84","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"85","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"88","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"89","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"86","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"87","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"90","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred10_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"91","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"93","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"94","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"92","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"96","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"95","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"97","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"98","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"100","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"101","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"99","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"102","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"103","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"104","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"105","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"106","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"107","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"108","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"109","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"110","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"111","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"112","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"113","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"114","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"115","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"116","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"117","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"118","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"119","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"120","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult0.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"121","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"122","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"124","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"123","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"125","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"126","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"127","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"128","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"129","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"130","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"133","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"131","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"132","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"135","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"134","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"137","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"136","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"138","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"139","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"140","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"141","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"142","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"143","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"144","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"145","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
"146","false","beta2","0.65","true","0.95","1","true","0.42","0.2","0.8","false","500","6","4","./output/chick_predation/","0.8","./output/test.csv","0.5","0.2","1","0.35","false","0.95","0.2","4","0.05","true","./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv","6","28","[0.1 0.05 0 0.05 0.1]","false","false","6","[0.5 0.2 0 0.2 0.5]","200"
