run,enso_state,juv_live_ct_isl_1,juv_live_ct_isl_2,juv_dead_ct_isl_1,juv_dead_ct_isl_2,new_adult_ct_isl_1,new_adult_ct_isl_2,philo_suc_ct_isl_1,philo_suc_ct_isl_2,philo_fail_ct_isl_1,philo_fail_ct_isl_2,emig-src-ct_isl_1,emig-src-ct_isl_2,emig_ct_isl_1,emig_ct_isl_2,emig_ct_leave_system,emig_att_isl_1,emig_att_isl_2,emig_att_leave_system,male_ct_isl_1,male_ct_isl_2,settled_ct_isl_1,settled_ct_isl_2,mating_ct_isl_1,mating_ct_isl_2,breed_suc_ct_isl_1,breed_suc_ct_isl_2,chick_pred_isl_1,chick_pred_isl_2,adult_mort_ct_isl_1,adult_mort_ct_isl_2,adult_pred_isl_1,adult_pred_isl_2,isl_collapse_ct_isl_1,isl_collapse_ct_isl_2,isl_att_isl_1,isl_att_isl_2,isl_att_leave_system,initialisation_data
148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,4331,5535,5757,3912,3885,1431,2018,0.2,0,465,243,0.05,0,1788,2237,28,27,44,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv
148,2,122,141,120,183,257,352,244,336,13,16,0,0,0,0,0,0,0,0,4455,4753,5247,5830,3996,4229,1632,3148,0.2,0,542,269,0.05,0,227,518,25,30,44,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv
148,2,126,205,145,307,492,832,471,789,21,43,0,0,0,0,0,0,0,0,4739,5646,5440,6421,4248,4594,2002,1776,0.2,0,293,224,0.05,0,142,55,25,31,44,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv
148,2,36,87,293,227,866,1166,837,1109,29,57,3186,3695,2516,0,4365,36,0,63,4973,3175,5220,3705,3069,3122,1152,1832,0.2,0,345,222,0.05,0,73,76,27,28,44,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv
148,0,82,108,102,218,1048,1442,1008,1382,40,60,443,578,0,397,624,0,38,61,5493,4587,5469,4736,3849,4148,1927,2659,0.2,0,301,243,0.05,0,50,20,25,31,44,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv
148,1,132,93,204,340,1364,1955,1312,1851,52,104,658,1006,0,698,966,0,41,58,6166,6334,4710,5442,4749,4520,0,814,0.2,0,1381,967,0.05,0,84,91,30,26,44,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv
148,3,0,61,0,85,1210,1848,1163,1769,47,79,2513,1131,786,0,2858,40,0,59,4186,6106,3421,5553,3534,4421,862,1465,0.2,0,775,543,0.05,0,43,19,19,37,44,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv
148,3,42,68,90,210,1155,1610,1102,1526,53,84,777,1571,622,0,1726,30,0,69,4386,5556,3749,5189,3315,4369,871,2054,0.2,0,599,405,0.05,0,24,0,17,39,44,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv
148,2,32,178,103,179,811,1487,770,1422,41,65,852,2151,696,0,2307,27,0,72,4383,4508,3820,4299,2914,4024,446,1944,0.2,0,519,253,0.05,0,0,17,15,40,44,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv
148,1,46,72,44,237,759,1599,720,1513,39,86,1211,1463,514,0,2160,25,0,74,3864,4405,3507,4179,2431,3984,905,1933,0.2,0,298,285,0.05,0,43,0,10,45,44,./data/twoIsl_chickPred/small/two_isl_chickpred20_adult5.csv
